PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 1. polrok 2016;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
NORDIC Pharma, s.r.o.;Zahraničie;Zahraničie;Zahraničie;790,00;4 000,00;;;;
Mylan Medical SAS, Francúzsko;Zahraničie;Zahraničie;Zahraničie;19 747,60;1 902,50;;;;
Biocodex;Zahraničie;Zahraničie;Zahraničie;;0,00;;;;
"Vertex Pharmaceuticals; 50 Northern Avenue, Boston";Zahraničie;Zahraničie;Zahraničie;;;;;;
Omega Pharma a.s.;Zahraničie;Zahraničie;Zahraničie;212 459,00;18 467,00;;;;
CHEPLAPHARM Arzneimittel GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
"GlaxoSmithKline Pharmaceuticals SA; Poznaň, Poľsko";Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
"GSK Vaccines GmbH; Marburg, Nemecko";Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Janssen-Cilag International NV Belgicko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
McNeil AB, Švédsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Bayer Oy;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
BGP Products S.r.l., Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
BGP Products B.V., Holandsko;Zahraničie;Zahraničie;Zahraničie;54 570,87;14 430,33;;;;
Merck Santé s.a.s, Francúzsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
HOSPIRA UK LIMITED;Zahraničie;Zahraničie;Zahraničie;;;;;;
GENERICON s.r.o., Česká Republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
ALKALOID-INT d.o.o., Slovinsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
CSL Behring;Zahraničie;Zahraničie;Zahraničie;48 100,00;;;;10 999,00;
ARIAD Pharma Ltd., Riverbridge House 80, Guildford Road, Leatherhead, Surrey KT22 9AD, United Kingdom;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
HELM AG;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pfizer Corporation Austria, Gesellschaft m.b.H.;Zahraničie;Zahraničie;Zahraničie;;;;;;
Gedeon Richter Plc.;Zahraničie;Zahraničie;Zahraničie;;;;;;
Astellas Pharma s.r.o.;Zahraničie;Zahraničie;Zahraničie;757 231,84;29 020,00;38 049,75;;7 456,00;
Glim Care s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
LABORATOIRES THÉA, Francúzsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
"GlaxoSmithKline Biologicals SA;  Rixensart, Belgicko";Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Bioproject Europe Ltd., Írsko;Zahraničie;Zahraničie;Zahraničie;10 459,60;1 345,50;;;;
PFIZER EUROPE MA EEIGPFIZER EU PFE MA EEIG;Zahraničie;Zahraničie;Zahraničie;;;;;;
Lipomed GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
"GlaxoSmithKline Vaccines S.r.l.; Siena, Taliansko";Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Bayer Pharma AG;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;9 045,29;
Herbacos Recordati s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;106 435,75;152 823,36;;;;
BGP Products Ltd., Veľká Británia;Zahraničie;Zahraničie;Zahraničie;15 263,94;3 555,26;;;;
Pharmathen S.A., Grécko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
"Glaxo Group Limited;  Brentford, Spojené kráľovstvo";Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pierre Fabre Medicament s.r.o. ;Zahraničie;Zahraničie;Zahraničie;21 606,00;3 619,00;1 115,00;;952,00;
Fakultná nemocnica s poliklinikou Žilina;Žilina;Okres Žilina;Žilinský kraj;;;;;938,00;6 165,93
Liptovská nemocnica s poliklinikou MUDr. Ivana Stodolu Liptovský Mikuláš;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;355,92;0,00;;;;
Vitalis, s.r.o.;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;;;;8 375,00;;
Slovena Pharm s.r.o.;Žilina;Okres Žilina;Žilinský kraj;37,50;0,00;;;;
Lekáreň U Anjela;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Top Pharmex Ružomberok spol. s r.o.;Ružomberok;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Lekáreň na námestí,s.r.o.;Rajec;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Podháj, s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Hu-Fa Dental;Čadca;Okres Čadca;Žilinský kraj;0,00;350,00;;;;
ADELA s.r.o.;Raková;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
ZaPharm s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
FARMACIA PLUS, spol. s r.o.;Námestovo;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Lekáreň Salve, s. r o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Lietavská Lúčka, s.r.o.;Lietavská Lúčka;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
JUKA s.r.o.;Raková;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Lekáreň SILOE, s.r.o.;Martin;Okres Martin;Žilinský kraj;285,00;;;;;
MS.IZIS s.r.o.;Malý Čepčín;Okres Turčianske Teplice;Žilinský kraj;0,00;0,00;;;;
Lekáreň sv. Michala s.r.o.;Rajec;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
ANA,s.r.o.;Zubrohlava;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
PHARMEXPO spol. s r.o.;Ružomberok;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
PHARMREAL, spol. s r.o.;Ružomberok;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Lekáreň Svrčinovec s.r.o.;Svrčinovec;Okres Čadca;Žilinský kraj;;;;;;
Lekáreň Kamilka Čadca, s.r.o;Stará Bystrica;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Lekáreň pri mlyne, s.r.o;Krásno nad Kysucou;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
CASTANEA,s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Pharmcentrum, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekareň Anna-Mária;Krásno nad Kysucou;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Senium Medica s.r.o.;Martin;Okres Martin;Žilinský kraj;25 349,46;;;;;
PharmDr. Igor Minarovič, PhD.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
MGR.JIŘINA MEDVECKÁ;Zázrivá;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
PharmDr. Ida Krupinská Lekáreň IDA;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekaren Eva;Sučany;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň pri stanici Vrútky s.r.o.;Vrútky;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Profipharma s.r.o.;Rudina;Okres Kysucké Nové Mesto;Žilinský kraj;4 393,00;3 000,00;;450,00;;
Bea,s.r.o;Rabča;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
PHAREX, s.r.o.;Martin;Okres Martin;Žilinský kraj;18 192,00;32 776,86;;;;
Lekáreň CARITAS, s.r.o.;Martin;Okres Martin;Žilinský kraj;50,00;;;;;
Lekáreň Jantár , s.r.o.;Ružomberok;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
ŠpitalPharm s.r.o.;Ružomberok;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Lekáreň pod Kameným, s.r.o.;Novoť;Okres Námestovo;Žilinský kraj;216,00;0,00;;;;
UVEA MEDIKLINIK, s.r.o.;Martin;Okres Martin;Žilinský kraj;6 575,00;;;;;
ProPharma s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
PEDAG;Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;180,00;0,00;;;;
Lekáreň ANNA MÁRIA plus,s.r.o.,  Lekáreň Pod Kalváriou;Oščadnica;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Medichronos, s.r.o.;Ružomberok;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Lekáreň Centrum, s.r.o.;Martin;Okres Martin;Žilinský kraj;713,00;;;;;
Lekáreň pri Galérii, s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Tableta, spol. s r.o.;Námestovo;Okres Námestovo;Žilinský kraj;239,52;;;;;
Azitea;Lokca;Okres Námestovo;Žilinský kraj;5 000,00;0,00;;;;
Lekáreň u Štefánika, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Čadca, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
EkoMedica s.r.o.;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
Lekáreň U Dobrého Pastiera, s.r.o.;Sučany;Okres Martin;Žilinský kraj;267,00;;;;;
Lekáreň Teplička s.r.o.;Rosina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Apotheke06 s.r.o.;Martin;Okres Martin;Žilinský kraj;2 000,50;;;;;
Lekáreň VIA NATURA;Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;15,00;;
3M Slovensko s. r. o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
VIVAX EuroAsia, s.r.o.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
PHARMED service, s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
TEXTIPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
BAPHARM spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
VERO PHARM, s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
DINERAS SLOVAKIA, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
MJ Lekáreň, s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
BAX PHARMA, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
TATRAN Prešov, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
EMRAMA s.r.o.;Žarnovica;Okres Žarnovica;Banskobystrický kraj;0,00;0,00;;;;
INTES Slovakia, v.o.s.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
PhMr. M. Kiššková, lekáreň NA ŠTRBSKOM PLESE;Štrba;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
JERA s.r.o.;Bánov;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
FARMAPP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMATIN, spol. s r.o., Lekáreň Stráňany;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
SILMED, s. r. o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
LEKÁREŇ V KRUHU s. r. o.;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Farmsvik, spol. s ručením obmedzeným Prešov;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Pharm.Dr.Mária Czikorová;Rimavská Sobota;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
FIDA SK s.r.o.;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
FARMADEX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr. Mária Vidová, lekáreň EVA;Lehota pod Vtáčnikom;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Jaroslav Šefčík - ŠEFPROT;Reca;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
TALENT spol.s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
APIS BEREHOVO spol. s r.o.;Trebišov;Okres Trebišov;Košický kraj;0,00;0,00;;;;
UNICUM spoločnosť s ručením obmedzeným;Svidník;Okres Svidník;Prešovský kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Farmake Plus s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Ing. Roman Pabiš - PAYBO;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
SURLEK, s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
APELLA s.r.o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;0,00;0,00;;;;
ZV Pharma, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
FARMAKOŠ, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
TALENT PLUS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Interpharm spol. s.r.o.;Bratislava - Podunajské Biskupice;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
AB PHARM s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
KNOLL PHARMA s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
Alena Ivanová - ALMED;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
Lekáreň TINA, s.r.o.;Nové Mesto nad Váhom;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
BIONT, a.s.;Bratislava - Karlova Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
FARMALOG, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Farmamed, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PLUS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ABSINT TREBIŠOV spol. s r.o.;Trebišov;Okres Trebišov;Košický kraj;0,00;0,00;;;;
Mgr. Miroslava Ištvánová;Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
Anthemis, s.r.o.;Šišov;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň ZORNICA, s. r. o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
FARMALUK, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Poľana, s.r.o.;Detva;Okres Detva;Banskobystrický kraj;0,00;0,00;;;;
Mgr. Oľga Rusňáková;Spišské Vlachy;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
FARMAKOV, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
LPL s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Steelkom, spol. s r.o.;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Rotpharm, s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
RETIA, a.s.- Lekáreň RETIA;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
MEDICAL PARTNERS s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
FARMÁCIA Trnava, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Eleonóra Kalačová;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
ARGUS TREBIŠOV spol. s r.o.;Trebišov;Okres Trebišov;Košický kraj;0,00;0,00;;;;
SK Pharm, s. r. o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
FARMLEK s.r.o.;Ľubotice;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAPOP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
GEMINI PHARM s.r.o.;Novosad;Okres Trebišov;Košický kraj;0,00;0,00;;;;
HROMSAN, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
ORTOTECH, spol. s r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
JUHAPHARM, s.r.o., Mgr. Pavol Juhás;Košice - Myslava;Okres Košice II;Košický kraj;0,00;0,00;;;;
Mgr. Hana Gombošová-lekáreň Kamilka;Vinné;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Simedis, s.r.o.;Košice - Sever;Okres Košice I;Košický kraj;0,00;0,00;;;;
TIMED, s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
FARMSTRED spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ELU Medical s.r.o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
Orpha SK, s.r.o.;Bratislava - Staré Mesto;Okres Bratislava I;Bratislavský kraj;0,00;0,00;;;;
SMs CONSULTING, s. r. o. ;Bratislava - Vrakuňa;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
FARMACE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAVA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
RC & T  Detva s.r.o.;Detva;Okres Detva;Banskobystrický kraj;0,00;0,00;;;;
FARMABRA, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Ing. Pavel Berceli - Farma - Care, s.r.o.;Kútniky;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
PharmDr. Milan Prekop, lekáreň Zapotôčky;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Pharmeco, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
PharmDr.Daniela Poláčková,lekáreň NA BULVÁRI;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
HAKRA, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Biotika, a.s.;Slovenská Ľupča;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
KAPPAFARM, s.r.o.;Stropkov;Okres Stropkov;Prešovský kraj;0,00;0,00;;;;
APIS TREBIŠOV spol. s r.o.;Trebišov;Okres Trebišov;Košický kraj;0,00;0,00;;;;
BRAXION, s.r.o.;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Allos, a.s.;Bratislava - Devínska Nová Ves;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
LEKÁREŇ U SPASITEĽA, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Duslo, a.s.;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
FARMIX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Idea s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
VITTAE, s.r.o., Lekáreň Vitae;Bytča;Okres Bytča;Žilinský kraj;0,00;0,00;;;;
PhMr.Rakovská Erika - Lekáreň U sv. Tomáša;Rybany;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
PharmDr. Ivica Blahútová, LEKÁREŇ TÍLIA 3;Likavka;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Mgr. Edita Kunová - Lekáreň PRI TATRE;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
FARMADIN, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Kvetná s. r. o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
FARMATOP, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr. Jana Stachá;Rimavská Sobota;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
Detská fakultná nemocnica Košice;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
KMŠ, s.r.o., Miloslav Chmeliar;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMSOB, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Pharmedic s.r.o.;Krupina;Okres Krupina;Banskobystrický kraj;0,00;0,00;;;;
Lekáreň Vitae plus, s. r. o.;Bytča;Okres Bytča;Žilinský kraj;0,00;0,00;;;;
SALUS-BG, s.r.o.;Bošany;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
FARMAPAP, spol. s r.o;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr.Jozef Baliga;Rimavská Sobota;Okres Rimavská Sobota;Banskobystrický kraj;0,00;0,00;;;;
GALVEX, spol. s r.o., PharmDr. Libuše Kamasová;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
PharmDr. Henrieta Hazuchová;Preseľany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
FARMACENT, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Lamač, ANGE s.r.o.;Bratislava - Lamač;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
FARMASAB, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Jaroslav Lajprík REMEDIS;Ivanka pri Dunaji;Okres Senec;Bratislavský kraj;0,00;0,00;;;;
Calendula pharmacy, s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Valika, s. r. o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
RNDr. Vasilka Zacharová, lekáreň VERBENA;Bratislava - Dúbravka;Okres Bratislava IV;Bratislavský kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Farkema Plus s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
KOROS s.r.o., Mária Koromházová;Sobrance;Okres Sobrance;Košický kraj;0,00;0,00;;;;
Mgr. Stanislava Beckerová;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
FARMAHE, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMSPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMASPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MEDICENTRUM BREZNO s.r.o.;Brezno;Okres Brezno;Banskobystrický kraj;0,00;0,00;;;;
MED-FER, s.r.o.-Mgr.Ľuboš Ferenec;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
FARMAMICH, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PROTECH plus, spol. s r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
LEKÁREŇ NITRIANSKE RUDNO s. r. o.;Nitrianske Rudno;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň SALUS, s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
FARMAMI, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAKOM Prešov, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMALEX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ARNICA PLUS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
WALMARK, s.r.o. ;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
FARMDIS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň PHARMAPULS, s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
FARMAMEX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Berceliová Magdaléna - MEDMOL, s.r.o.;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Rabeno, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FoniMed s.r.o.;Bratislava - Nové Mesto;Okres Bratislava III;Bratislavský kraj;0,00;0,00;;;;
NaturePharm s.r.o.;Krupina;Okres Krupina;Banskobystrický kraj;0,00;0,00;;;;
ÁTRIUM SNV s.r.o.;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
PHARMACUM CITY ARENA s. r. o.;Bratislava - Petržalka;Okres Bratislava V;Bratislavský kraj;0,00;0,00;;;;
ZDRAVÉ STRÁNKY s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
ADUSJUH s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
FARMATRA spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
AUDIOFON, s.r.o.;Banská Bystrica;Okres Banská Bystrica;Banskobystrický kraj;0,00;0,00;;;;
Vista Point s.r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
PhMr. Mária Balážová - MEDIKAMENT, s.r.o.;Boleráz;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň BONUS s.r.o., Mgr. Eva Paceková;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
INTRAVENA s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
AMLEK spol. s r.o.;Bratislava - Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Mgr. Zlata Hunčagová;Vyšný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
FEMILEK PLUS, s.r.o. - Mgr.Fecsuová;Nové Mesto nad Váhom;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
RNDr. Eva Kasalová;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
