PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 2. polrok 2016;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
Rayman s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmaTeam s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Naturafarm, s.r.o.;Terňa;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FedCor s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMGEN s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
MJC INVEST s.r.o.;Snina;Okres Snina;Prešovský kraj;0,00;0,00;;;;
Pharm Trade spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ADUSTRADE;Poprad;Okres Poprad;Prešovský kraj;0,00;;;;;
PopradPharm s.r.o;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Nemocnica s polilkinikou Považská Bystrica;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;259,20;;;;
PharmDr. Semričová Zuzana  Lekáreň Pod kaštieľom;Dubnica nad Váhom;Okres Ilava;Trenčiansky kraj;0,00;0,00;;;;
PharmDr.Andrea Uhrinová;Púchov;Okres Púchov;Trenčiansky kraj;0,00;0,00;;;;
PharmDr. Stanislav Kuttner-Lekáreň CENTA;Papradno;Okres Považská Bystrica;Trenčiansky kraj;;;;;;
Lekaren RIMA;Nová Dubnica;Okres Ilava;Trenčiansky kraj;0,00;0,00;;;;
PharmDr. Komisková Helena;Kanianka;Okres Prievidza;Trenčiansky kraj;;;;;;
Mgr. Miloš Pagáč;Púchov;Okres Púchov;Trenčiansky kraj;;;;;;
Lekáreň Jantár;Drietoma;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
BIOHEM, spol. s r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;1 346 643,80;2 160,00;;;;738,00
DENTUR spol.s r.o.;Púchov;Okres Púchov;Trenčiansky kraj;0,00;0,00;;;;
TECHMAC spol. s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
PHARMAKO, spol. s r.o.;Nováky;Okres Prievidza;Trenčiansky kraj;;;;;;
LEKÁREŇ SEVER, s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
UNIPHARMA - 1. slovenská lekárnická akciová spoločnosť;Bojnice;Okres Prievidza;Trenčiansky kraj;527 639,75;0,00;3 684,76;32 428,94;12 961,86;434,86
DENTUR L, spol. s r.o.;Púchov;Okres Púchov;Trenčiansky kraj;0,00;0,00;;;;
PURUS,spol.s r.o.;Púchov;Okres Púchov;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Pod Dubovcom;Trenčianska Teplá;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Mgr. Marie Vidová LEKÁREŇ EVA;Lehota pod Vtáčnikom;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Život;Dolná Súča;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
PharmDr.Zdeňka Šandriková - Lekáreň sv.KATARÍNY;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň U sv.Tomáša;Rybany;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Kamélia;Partizánske;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň pri Tatre;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
LEKÁREŇ PANOVCE spol s r.o.;Trenčianske Teplice;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
NATUR STUPAVA s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Medirel-Slovakia s.r.o.;Nové Mesto nad Váhom;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
MiliPharm s.r.o;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
VIVAX Pharmaceuticals, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;262 000,00;0,00;38 230,00;109 680,00;0,00;0,00
PharmDr.Stanislav Liday lekaren Primula;Chynorany;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
PharmDr.Helena Divékyová - lekáreň Vaba;Valaská Belá;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
MAPA PÚCHOV spol. s r.o.;Púchov;Okres Púchov;Trenčiansky kraj;;;;;;
Roncor, a.s.;Moravské Lieskové;Okres Nové Mesto nad Váhom;Trenčiansky kraj;;;;5 212,60;;
MEDAC SR, spol. s r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;1 928,00;;;;;
ZELMAN, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
IlavaMedica s.r.o;Ilava;Okres Ilava;Trenčiansky kraj;0,00;0,00;;;;
MMV sro;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
LEKAREN STARE MESTO s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
MEDCENTRUM MEDIKA, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
NOVAKOPHARM, spol. s r.o.;Nováky;Okres Prievidza;Trenčiansky kraj;;;;;;
LD Bánovce s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Banpharm s.r.o;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň ELIXÍR, s.r.o.;Myjava;Okres Myjava;Trenčiansky kraj;0,00;0,00;;;;
Femilek Plus.s.r.o.;Nové Mesto nad Váhom;Okres Nové Mesto nad Váhom;Trenčiansky kraj;200,00;;;;;
ASK s.r.o.;Partizánske;Okres Partizánske;Trenčiansky kraj;338,80;;;;;
lekaren m;Trenčianske Teplice;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
ZEA Lekáreň s.r.o.;Partizánske;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
LEKÁREŇ u Spasiteľa OSLANy, s.r.o.;Bojnice;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
UNILEK s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Belmedika,s.r.o.;Beluša;Okres Púchov;Trenčiansky kraj;400,00;;;400,00;;0,00
SANOT, s.r.o.;Trenčianske Stankovce;Okres Trenčín;Trenčiansky kraj;;;;;;
MEDIUM-MED, s.r.o.;Bojnice;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
PHARMAXS s.r.o.;Partizánske;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
DarMedica s.r.o;Dubnica nad Váhom;Okres Ilava;Trenčiansky kraj;0,00;0,00;;;;
"Mgr.Anna Šťastná - Lekáreň ""Šťastie""";Prievidza;Okres Prievidza;Trenčiansky kraj;;;;30,00;;0,00
LEJAS, s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Top Medical s.r.o;Myjava;Okres Myjava;Trenčiansky kraj;1 326,90;0,00;;;;
Lekaren Bohuslavice, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;120,00;;;;;
ZLATÁ RUŽA  s.r.o.,;Prievidza;Okres Prievidza;Trenčiansky kraj;11,00;0,00;;;;
PdPharm s.r.o;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Anthemis s.r.o.;Šišov;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň FARMÁCIA FINA, s.r.o.-;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň v Prievidzi, s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň NIKA s.r.o.;Nemšová;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
PUMED, s.r.o.;Trenčianske Stankovce;Okres Trenčín;Trenčiansky kraj;;;;;;
Lekáreň Valika, s.r.o;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
PharmaPro, s.r.o.;Trenčianske Jastrabie;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
SALUS-BG s.r.o.;Bošany;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
Lekaren Sv.Kataríny s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;449,20;0,00;;;;
ARNICA MONTANA, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;2 453,00;0,00;;;;
LNN s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;170,40;;;;;
APODEMA s.r.o.;Veľké Uherce;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
Pharmacum BN s.r.o;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Pharmerria s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
HÝGIA TN, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň na sídlisku v Prievidzi, s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
FitMedica s.r.o;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
SproEkon PLUS s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;150,00;;;;;
Statudent, s.r.o.;Stará Turá;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Krajné, s.r.o.;Krajné;Okres Myjava;Trenčiansky kraj;0,00;0,00;;;;
CENTRUM PHARMACIA I. s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Vivax Healthcare, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;291 036,74;;;4 500,00;;0,00
Gunners spol s.r.o;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
BENU24;Dubnica nad Váhom;Okres Ilava;Trenčiansky kraj;0,00;0,00;6 942,11;;;
Pharmawell SK s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Co-Labs, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
ProLife Centrum, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
LEKÁREŇ U POŠTÁRKY s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
TREMED s.r.o.;Trenčianske Stankovce;Okres Trenčín;Trenčiansky kraj;;;;;;
BIOMIN, a.s.;Cífer;Okres Trnava;Trnavský kraj;9 032,80;;;;;
Lekáreň Aurea;Rohovce;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
PharmDr. Zuzana Györgyová - Lekáreň VIKTÓRIA;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Na križovatke;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Mgr. Mária Chatrnúchová-LEKÁREŇ MAJA;Križovany nad Dudváhom;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň PINIA;Borský Mikuláš;Okres Senica;Trnavský kraj;0,00;0,00;;;;
lekáreň Horses;Šúrovce;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
MichalekPharm s.r.o;Majcichov;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
VZP MSM;Holíč;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Lekaren Aida;Mostová;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
G.V.Pharma, a.s.;Hlohovec;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
Mgr. Anna Špániková - Lekáreň Arnika;Senica;Okres Senica;Trnavský kraj;470,53;;;;;
Lekáreň Kráľovská;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Lekáreň Herba MV;Pata;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Ing. Roman Pabiš PAYBO;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Lekáreň Dolná Krupá;Dolná Krupá;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Mgr.Ižová-lekárň Zavar;Zavar;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Mgr.Rudolf Staňka - Lekáreň Kamilka, EBO;Piešťany;Okres Piešťany;Trnavský kraj;;;;;;
Mgr.Eva Sidóová;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Flóra;Horný Bar;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
PharmDr. Jana Rangelová - Lekáreň na Potočnej;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Flos Tilia s.r.o.;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
PAYBO s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
VERO PHARM s.r.o;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Lekáreň Zdravie Brodské;Brodské;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
B-Medical;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Akustik plus, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;;;26 414,12;;;
Mgr. Ľubica Kadlíčková;Dolné Trhovište;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
Lekáreň Celia, spol.s r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
R.G. Mont s.r.o.;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
EUROMEDIUS, s.r.o.;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
medijur s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
MESTSKÁ LEKÁREŇ SEREĎ spol. s r.o.;Sereď;Okres Galanta;Trnavský kraj;;;;;;
Lekáreň Narcis s.r.o.;Veľká Mača;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Fraštacká lekáreň, s.r.o.;Hlohovec;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
Lekáreň Melissa, s.r.o.;Senica;Okres Senica;Trnavský kraj;0,00;0,00;;;;
Lekáreň pod stanicou s.r.o;Trnava;Okres Trnava;Trnavský kraj;255,00;0,00;;;;
mellisa sro;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
ALVENA,sro;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Julianus, s.r.o.;Kyselica;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Medea, spol.s r.o.;Drahovce;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
KARA med s.r.o.;Kopčany;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
PHARMICA,spol.s r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
REVO-MAT,s.r.o. Výdajňa ortopedicko-protetických zdravotníckych pomôcok;Piešťany;Okres Piešťany;Trnavský kraj;5 947,20;;;;;
VITAE PLUS,spol.s r.o.;Vrbové;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
"Lekáreň ""U raka"" s.r.o.";Trstice;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Lekáreň Andromeda, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;450,00;0,00;;;;
MML Topoľčany;Skalica;Okres Skalica;Trnavský kraj;968,75;0,00;;;;
Lekáreň Jesenius Šamorín, s.r.o.;Šamorín;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Dilek s.r.o;Dechtice;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Apotpharm s.r.o;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
SOPHIA-RF;Cerová;Okres Senica;Trnavský kraj;0,00;0,00;;;;
Medalex s.r.o.;Gabčíkovo;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
BRAXION s.r.o.;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
LEKáREŇ SALIBSKÁ;Horné Saliby;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Lekáreň GALA-Andrea Szabóová;Holice;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Botanicus;Dolné Saliby;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Pharmacum Trnava s.r.o;Trnava;Okres Trnava;Trnavský kraj;75,00;0,00;;;;
KrasMedica s.r.o;Sereď;Okres Galanta;Trnavský kraj;364,90;0,00;;;;
PHA&DERM s.r.o;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
TT Pharma s.r.o.;Trnava;Okres Trnava;Trnavský kraj;38 400,00;0,00;;;;
Lekáreň ŽOS, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Betulaer, s.r.o.;Michal na Ostrove;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Harmóniapharm s.r.o.;Baloň;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
ZdravPot MP;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
CANDE s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;218 378,00;0,00;180 170,00;38 030,00;;178,00
Lekáreň u sv. Martina, s.r.o.;Suchá nad Parnou;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
VMVITA;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
MEDALIF, s.r.o.;Holíč;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
VIM-LEK;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň AMARA, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Omrvinka s.r.o.;Šaštín - Stráže;Okres Senica;Trnavský kraj;200,00;;;10,00;;10,00
TvMedica s.r.o.;Trnava;Okres Trnava;Trnavský kraj;11 144,00;;;;;
Saneca Pharmaceuticals a.s.;Hlohovec;Okres Hlohovec;Trnavský kraj;61 497,00;;;;;
PROT-TOP;Jelka;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
LEKOCENTRUM s.r.o.;Senica;Okres Senica;Trnavský kraj;2 015,00;;;;;
BonaMedica s.r.o;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Althaea;Hlohovec;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
PharmNova s.r.o;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Medicom Plus;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň Tyrnávia s.r.o;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Jankových a syn;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Lekaren Marko;Zlaté Klasy;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Adamed Sp. z o.o., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
MEDA Pharma s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
NORDIC Pharma, s.r.o. Česká republika;Zahraničie;Zahraničie;Zahraničie;1 390,00;1 000,00;;;;
BRISTOL-MYERS SQUIBB/PFIZER EEIG;Zahraničie;Zahraničie;Zahraničie;;;;;;
Pfizer Limited;Zahraničie;Zahraničie;Zahraničie;;;6 497,29;;;
INCYTE BIOSCIENCES UK LTD, Leatherhead, Spojené Kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
McNeil Products Limited, Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Mylan Healthcare GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;2 876,79;30,00;;;;
McNeil AB, Švédsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Zakład Farmaceutyczny Adamed Pharma S.A., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Recordati Industria Chimica e Farmaceutica S.p.A, Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
esparma GmbH, SRN;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
CSL Behring;Zahraničie;Zahraničie;Zahraničie;48 100,00;;;;12 946,58;
Bioproject Europe Ltd., Írsko;Zahraničie;Zahraničie;Zahraničie;2 776,67;1 693,20;;;;
Ranbaxy (UK) Ltd., Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
GlaxoSmithKline Vaccines S.r.l., Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Serono Europe Ltd., Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
PFIZER EUROPE MA EEIG;Zahraničie;Zahraničie;Zahraničie;;;;;;
PHARMAGEN CZ s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Dr.Max Pharma Ltd.,;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Selbstmedikation GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Zakłady Farmaceutyczne Polpharma S.A.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Laboratoire HRA Pharma, France;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Rottapharm Ltd.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
MEDA Pharma GmbH & Co. KG;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
GSK Vaccines GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Herbacos Recordati s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;159 831,30;68 526,60;;;;
Astellas Pharma Europe B.V., Holandsko   ;Zahraničie;Zahraničie;Zahraničie;28 120,00;19 029,60;23 929,00;30 000,00;56 449,63;9 335,07
Pfizer Corporation Austria, Gesellschaft m.b.H.;Zahraničie;Zahraničie;Zahraničie;;;;;;
Mucos Pharma GmbH Co. KG;Zahraničie;Zahraničie;Zahraničie;290 081,00;100 306,00;;;;
Gedeon Richter Plc.;Zahraničie;Zahraničie;Zahraničie;;;;;1 630,27;3 260,54
GlaxoSmithKline Biologicals SA, Belgicko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pharmathen S.A., Grécko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pierre Fabre Dermo-Cosmetique Tchequie, s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;4 444,00;;;;
Omrix Biopharmaceuticals N.V., Belgicko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Alkaloid-INT d.o.o., Slovinsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Dr. Max Pharma s.r.o.,;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Bayer Pharma AG;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Glaxo Group Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Astellas Pharma s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;307,80;0,00;0,00;2 678,93
MADAUS GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Lipomed GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
BGP Products B.V., Holandsko;Zahraničie;Zahraničie;Zahraničie;19 953,22;15 696,00;;;;
ÚJV Řež;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Engelhard Arzneimittel Gmbh & Co.KG;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
URSAPHARM Arzneimittel GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck KGaA, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
WZF Polfa S.A.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Admeda Arzneimittel GmbH Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
MedImmune, LLC Holandsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pabianickie Zakłady Farmaceutyczne Polfa S.A., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Janssen-Cilag International NV Belgicko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Medi-Radiopharma Co Ltd., Hungary;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Medreg s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Indivior Česko s.r.o.;Zahraničie;Zahraničie;Zahraničie;2 875,00;0,00;;;;
PFIZER EUROPE MA EEIGPFIZER EU PFE MA EEIG;Zahraničie;Zahraničie;Zahraničie;;;;;;
GlaxoSmithKline Trading Services Limited, Írsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
LABORATOIRES THÉA, Francúzsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Strides Arcolab International Ltd, UK;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
BGP Products Ltd., Veľká Británia;Zahraničie;Zahraničie;Zahraničie;9 192,30;2 317,20;;;;
Recordati Ireland Limited, Írsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Medana Pharma S.A, Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Trommsdorff GmbH & Co.KG;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Glenmark Pharmaceuticals s.r.o., Hvězdova 1716/2b, Praha, Česká Republika;Zahraničie;Zahraničie;Zahraničie;0,00;29 644,00;;;;
 Mylan S.A.S., FR;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
HOSPIRA UK LIMITED;Zahraničie;Zahraničie;Zahraničie;;;;;;
Gilead Sciences International Ltd., Cambridge, CB21 6GT, Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
URSAPHARM spol. s r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Meda AB;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
MEDA  Pharma GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
BGP Products S.r.l., Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Dr. Friedrich Eberth Arzneimittel GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Sun Pharmaceutical Industries Europe B.V., Holandsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
