PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 2. polrok 2018;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
Mgr. Marcela Fecsuová Lekáreň Čachtická;Nové Mesto nad Váhom;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
PharmDr. Zdeňka Šandriková - Lekáreň sv. Kataríny;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Kamélia;Partizánske;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň ASTRA;Bzince pod Javorinou;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Panovce spol. s r.o.;Trenčianske Teplice;Okres Trenčín;Trenčiansky kraj;150,00;0,00;;;;
Lekáreň ARNIKA;Skačany;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
NATUR STUPAVA spol. s r. o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Medirel-Slovakia s.r.o.;Nové Mesto nad Váhom;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
VIVAX Pharmaceuticals, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;131 100,00;0,00;25 900,00;68 620,00;338,85;551,30
PharmDr.Stanislav Liday;Chynorany;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
PharmDr. Helena Divékyová-lekáreň Vaba;Valaská Belá;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
HARMONIA Partizánske s.r.o.;Partizánske;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
Roncor, a.s.;Moravské Lieskové;Okres Nové Mesto nad Váhom;Trenčiansky kraj;;;;5 179,10;;
MEDAC SR, spol. s r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;5 743,00;;;;;
BEJP-Tn, s.r.o.;Melčice - Lieskové;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
ZELMAN s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
MMV sro;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
LEKÁREŇ STARÉ MESTO s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
MEDCENTRUM MEDIKA, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
LD Bánovce s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
ASK s.r.o.;Dolné Naštice;Okres Bánovce nad Bebravou;Trenčiansky kraj;;411,95;;;;
lekareň M;Trenčianske Teplice;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
ZEA Lekáreň s.r.o.;Dolné Naštice;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Lekaren u spasitela oslany s.r.o.;Oslany;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
UNILEK s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Belmedika,s.r.o.;Beluša;Okres Púchov;Trenčiansky kraj;0,00;0,00;;;;
MEDIUM-MED s.r.o.;Bojnice;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
PHARMAXS s.r.o.;Partizánske;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
PharmDr. Zuzana Brezániová - Lekáreň CARITAS;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
"Mgr.Anna Šťastná - Lekáreň ""Šťastie""";Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
ZLATÁ RUŽA s.r.o;Bojnice;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň FARMÁCIA FINA,s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;119,52;;;;;
Lekáreň NIKA, s.r.o.;Nemšová;Okres Trenčín;Trenčiansky kraj;;;;;;
Lekáreň Valika, s.r.o;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;2 064,00;;;;;
PharmaPro, s.r.o.;Trenčianske Jastrabie;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
SALUS-BG, s.r.o.;Bošany;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
APODEMA s.r.o.;Veľké Uherce;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
PHARMAQUA ST;Stará Turá;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Krajné, s.r.o.;Krajné;Okres Myjava;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Delta s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Pharmawell SK, s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Co-Labs, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
LEKÁREŇ U POŠTÁRKY s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
LAUGARICIO PHARMACY, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;;;;;;
STELLATOUR, s.r.o.;Stará Turá;Okres Nové Mesto nad Váhom;Trenčiansky kraj;6 000,00;;;;;
ARNICA PRIMA;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
J & MS, s.r.o.;Domaniža;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
DANIKO s.r.o.;Nová Dubnica;Okres Ilava;Trenčiansky kraj;350,00;0,00;;;;
Lekáreň Ignatia;Pravenec;Okres Prievidza;Trenčiansky kraj;0,00;;;;;
BIOMIN, a.s.;Cífer;Okres Trnava;Trnavský kraj;4 800,00;0,00;957,00;;;
Lekáreň Aurea;Rohovce;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
PharmDr. Zuzana Györgyová - Lekáreň VIKTÓRIA;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;;;;;;
Lekaren na križovatke;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Fresenius Medical Care Slovensko, spol. s r. o.;Piešťany;Okres Piešťany;Trnavský kraj;47 520,00;;;;;
lekaren Aida spol.s r.o.;Mostová;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
G.V.Pharma, a.s.;Hlohovec;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
Mgr. Anna Špániková - Lekáreň Arnika;Senica;Okres Senica;Trnavský kraj;240,00;;;;;
Mgr.Oľga Hertlová;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Lekáreň Herba MV;Pata;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Ing. Roman Pabiš;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Lekaren Pod zamkom;Smolenice;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
lekáreň Zavar;Zavar;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň Kamilka, EBO;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Lekaren AB;Sládkovičovo;Okres Galanta;Trnavský kraj;;;;;;
Lekáreň U Anjela;Veľký Meder;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Mgr.Eva Sidóová-Lekáreň Amaryllis;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Flóra;Horný Bar;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Mgr Beata ižófová lekáreň MEDICANA;Galanta;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Lekáreň Chvojnická;Radošovce;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Lekáreň na Potočnej;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
FLOS TILIA, s.r.o.;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
PAYBO s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
LEKÁREŇ ZDRAVIE;Brodské;Okres Skalica;Trnavský kraj;119,52;0,00;;119,52;;0,00
Akustik plus, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;;;39 044,32;24 718,30;;
Lekáreň Veronika Gbely;Gbely;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Aureum s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
PERLOVKA,spol. s r.o.;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
MEDIJUR,s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Fraštacká lekáreň;Hlohovec;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
Lekáreň Melissa spol. s r.o.;Senica;Okres Senica;Trnavský kraj;0,00;0,00;;;;
JULIANUS,s.r.o.;Kyselica;Okres Dunajská Streda;Trnavský kraj;50,00;0,00;;;;
KARA med s.r.o.;Kopčany;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Lekáreň Andromeda s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň Jesenius Šamorín s.r.o;Šamorín;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Dilek s.r.o;Dechtice;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
APOTPHARM, spol. s r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
SOPHIA_RF s r.o.;Cerová;Okres Senica;Trnavský kraj;0,00;0,00;;;;
Medalex s.r.o.;Gabčíkovo;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Salibská;Horné Saliby;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
TT Pharma;Šintava;Okres Galanta;Trnavský kraj;1 246,67;;;;;
Lekáreň ŽOS, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Betulae, s.r.o.;Michal na Ostrove;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Harmóniapharm s.r.o.;Baloň;Okres Dunajská Streda;Trnavský kraj;;;;;;
CANDE s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;228 435,00;;206 569,00;21 866,00;;
VMVITA;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
VIM-LEK s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
alfa omega pharma;Trnava;Okres Trnava;Trnavský kraj;400,00;;;;;
Lekáreň M-pharm s.r.o.;Borský Mikuláš;Okres Senica;Trnavský kraj;115,00;;;100,00;;115,00
Althaea s.r.o.;Hlohovec;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
Dr.Max 137 T, k.s.;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
EVERA SK s.r.o.;Kľúčovec;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Pharmnova,s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň Zdravia Pata, s.r.o.;Pata;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
MEDICOM PLUS;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekaren Marko;Zlaté Klasy;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
LEGIBA s.r.o.;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Popharm s.r.o.;Čakany;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Pharmica s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň J-pharm s.r.o.;Borský Mikuláš;Okres Senica;Trnavský kraj;274,00;;;100,00;;174,00
Merck Santé s.a.s, Francúzsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Bristol-Myers Squibb/Pfizer EEIG United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;;;;
Madaus GmbH ;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
AXONIA, a.s., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pfizer Europe MA EEIG Belgium;Zahraničie;Zahraničie;Zahraničie;;;1 338,12;;3 186,80;
Mylan IRE Healthcare Limited, Írsko;Zahraničie;Zahraničie;Zahraničie;47 183,00;0,00;;;;
Bayer Oy;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
LABORATOIRES BAILLEUL, s.r.o.;Zahraničie;Zahraničie;Zahraničie;1 900,00;710,00;;;582,20;
Pfizer Europe MA EEIG United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;;;;
ÚJV Řež;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Takeda Pharma A/S, Dánske kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Nicobrand Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Adamed Pharma S.A., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Idelyn s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
GlaxoSmithKline Trading Services Limited, Írsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Astellas Pharma Europe B.V., Holandsko   ;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;14 865,00;2 030,00;86 022,29;0,00
Amicus Therapeutics UK LTD - United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;;200,00;;
Mylan S.A.S.;Zahraničie;Zahraničie;Zahraničie;0,00;1 455,50;;;;
Dr. Friedrich Eberth Arzneimittel, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
PHARMAGEN CZ s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Biomedica, spol. s r.o.;Zahraničie;Zahraničie;Zahraničie;497,00;0,00;;497,00;;0,00
Teofarma S.r.l., Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pfizer Limited United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;338,82;;32 843,91;
"Tarchomińskie Zaklady Farmaceutyczne ""Polfa"" Spólka Akcyjna, Poľsko ";Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
GlaxoSmithKline Biologicals SA, Belgicko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Intercept Pharma Ltd, One, Glass Wharf, Bristol, BS2 0ZX, Spojené Kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
EVER Valinject GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Takeda GmbH, Nemecká spolková republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
URSAPHARM Arzneimittel GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Gilead Sciences Ireland UC;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Gedeon Richter Plc.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;698,92;
GSK Vaccines GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Orion Pharma s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;1 103,16;0,00;19 100,00;;1 761,86;
Swyssi AG, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
esparma GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Takeda Austria GmbH, Rakúska republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
McNeil AB, Švédsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
EVER Neuro Pharma GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
ViiV Healthcare UK Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pierre Fabre Medicament s.r.o.;Zahraničie;Zahraničie;Zahraničie;71 151,79;47 323,48;47 257,00;8 120,00;;
 Mylan S.A.S., FR;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
MUCOS Pharma GmbH Co. KG, Nemecko;Zahraničie;Zahraničie;Zahraničie;368 384,25;13 528,78;;;;
Warren Generics  s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
INN-FARM d.o.o., Slovinsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Basilea Medical Ltd. United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;;;;
Laboratoire HRA - PHARMA;Zahraničie;Zahraničie;Zahraničie;;9 944,27;;;;
Indivior Česko s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Medindex, spol. s r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Serono Europe Ltd., Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Aristo Pharma GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Adamed Sp. z o.o., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Astellas Pharma Global Development Europe, Holandsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;89 135,53;630 127,08;0,00;0,00
BIOCODEX;Zahraničie;Zahraničie;Zahraničie;;0,00;;;;
Janssen-Cilag International NV Belgicko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;586,52;226 828,79;1 503,51;
Profarma-Produkt, s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Alexion Pharma Czech, s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;;;;;725,03;
MEDA AB;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Dr. Max Pharma s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pabianickie Zakłady Farmaceutyczne Polfa S.A., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Proenzi s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
GlaxoSmithKline Pharmaceuticals SA, Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Recordati Industria Chimica e Farmaceutica S.p.A, Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
D.M.G. Italia s.r.l.;Zahraničie;Zahraničie;Zahraničie;;7 566,79;;;;
Incyte Biosciences Distribution B.V., Paasheuvelweg 25, 1105 BP Amsterdam, Netherlands;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
LABORATOIRES THEA, Francúzsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pears Health Cyber, s.r.o., Česká Republika;Zahraničie;Zahraničie;Zahraničie;20 803,00;;20 803,00;;;
Daiichi Sankyo Europe GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
MEDA  Pharma GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Selbstmedikation GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Vertex Pharmaceuticals, USA;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Zakłady Farmaceutyczne Polpharma S.A., Poľsko;Zahraničie;Zahraničie;Zahraničie;20 800,00;0,00;;;;
Herbacos Recordati s.r.o.;Zahraničie;Zahraničie;Zahraničie;227 484,03;48 414,25;;;;
GlaxoSmithKline Vaccines S.r.l., Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Generics (U.K.) Limited, UK;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Adamed Czech Republic s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pfizer EU PFE MA EEIG United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;;;;
Medi-Radiopharma Co., Hungary;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Medana Pharma S.A, Poľsko;Zahraničie;Zahraničie;Zahraničie;5 000,00;0,00;;;;
DH-norm s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
ImunomedicA, a.s., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Bioproject Europe Ltd., Írsko;Zahraničie;Zahraničie;Zahraničie;0,00;350,00;;;;
Baxter AG, Rakúsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Laboratorio Farmaceutico S.I.T. S.r.l. ;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pharmathen S.A., Grécko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Bayer Aktiengesellschaft;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;379 613,32;190 803,72;;
Merck Serono S.p.A, Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pfizer Ireland Pharmaceuticals Ireland;Zahraničie;Zahraničie;Zahraničie;;;;;;
McNeil Products Limited, Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
WZF Polfa S.A, Poľsko;Zahraničie;Zahraničie;Zahraničie;10 000,00;0,00;;;;
Cyathus Exquirere;Zahraničie;Zahraničie;Zahraničie;;0,00;;;;
CHEPLAPHARM Arzneimittel GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Ipsen Pharma;Zahraničie;Zahraničie;Zahraničie;;233 307,32;;;;
"Merz Pharmaceuticals GmbH, Eckenheimer Landstrasse 100, 60318 Frankfurt/Germany; Business ID HRB 53808";Zahraničie;Zahraničie;Zahraničie;;1 194,78;;;1 194,78;
Walmark a.s.,  Česká republika;Zahraničie;Zahraničie;Zahraničie;866 464,00;18 568,00;1 625,00;;;
Pierre Fabre Dermo-Cosmetique Tchequie, s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;2 613,00;;;;
Amdipharm Limited, Írsko ;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Shire Human Genetic Therapies AB, Švédsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Innotech International;Zahraničie;Zahraničie;Zahraničie;;894,29;;;;
Dr.Max Pharma Ltd.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
NORDIC Pharma, s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;1 800,00;;;;
Astellas Pharma s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;43 904,69;36 696,00;2 200,00;;2 764,07;
Merck KGaA, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;20 149,92;348,90;
Glaxo Group Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Baxalta Innovations GMbH, Rakúsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Lipomed GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Europe B.V., Holandsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
VUAB Pharma a.s., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;14 826,23;;;;
Takeda France SAS, Francúzska republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Glim Care s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;900,00;0,00;;;;
Shire Pharmaceuticals Ireland Limited;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Béres Pharmaceuticals Ltd.;Zahraničie;Zahraničie;Zahraničie;;0,00;;;;
Casen Recordati S.L, Španielsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Recordati Ireland Limited, Írsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Otsuka Pharmaceutical Europe Ltd., United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;;;19,89;
Ursapharm spol. s r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Medreg s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
BioMarin Europe Ltd;Zahraničie;Zahraničie;Zahraničie;1 100,00;;8 575,00;;3 787,40;
Pharm.Dr. Maria  *Feriancova;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
Mgr. Miroslava Ištvánová, Lekáreň ALFA;Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
Oravská poliklinika;Námestovo;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Liptovská nemocnica s poliklinikou MUDr. Ivana Stodolu Liptovský Mikuláš;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;0,00;;;;;
HBM Pharma s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
BBPharma;Martin;Okres Martin;Žilinský kraj;3 098,44;;;;;
Vitalis, spol. s r.o.;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;;;;8 911,00;;
FARMACIA spol. s r.o.;Námestovo;Okres Námestovo;Žilinský kraj;;;;;;
PharmDr. Pišteková Alena;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Lekáreň Salamandra;Liptovské Sliače;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Lekáreň Podháj, s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
ZDRAVIE VITAL, .r.o.;Varín;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
HU-FA Dental, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;430,00;;;;;
DVZ, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Adela spol, s.r.o.;Raková;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
FARMACIA PLUS, spol. s r.o.;Námestovo;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
LEKÁREŇ SALVE,s r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Lietavská Lúčka, s.r.o.;Lietavská Lúčka;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Juka s.r.o.;Raková;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
ORTOSPINE,s.r.o.;Ružomberok;Okres Ružomberok;Žilinský kraj;;;1 743,67;;;
Lekáreň Kolečko, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Žilpo;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň sv. Michala s.r.o.;Rajec;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
ANA,s.r.o.;Zubrohlava;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Lekáreň u Rafaela;Liptovská Osada;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
LEKÁREŇ POD RAČOU, spol. s r. o.;Oščadnica;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Lekáreň Svrčinovec s.r.o.;Svrčinovec;Okres Čadca;Žilinský kraj;;;;;;
