PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 2. polrok 2017;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
Lekáreň ELIXÍR s.r.o.;Myjava;Okres Myjava;Trenčiansky kraj;0,00;0,00;;;;
LEKAREN u Spasitela OSLANY,s.r.o.;Oslany;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
BELMEDIKA,s.r.o.;Beluša;Okres Púchov;Trenčiansky kraj;200,00;;;200,00;;
PHARMAXS s.r.o.;Partizánske;Okres Partizánske;Trenčiansky kraj;119,52;0,00;;;;
PharmDr. Zuzana Brezániová - Lekáreň CARITAS;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
"Mgr.Anna Šťastná-Lekáreň ""Šťastie""";Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
ZLATÁ RUŽA S.R.O.;Prievidza;Okres Prievidza;Trenčiansky kraj;35,00;0,00;;;;
Anthemis;Šišov;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň FARMÁCIA FINA, s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;198,00;;;;;
Apothecarius, a.s.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň NIKA s.r.o.;Nemšová;Okres Trenčín;Trenčiansky kraj;;;;;;
Lekáreň Valika, s.r.o;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
STEELKOR, s.r.o.;Beluša;Okres Púchov;Trenčiansky kraj;0,00;0,00;;;;
PharmaPro, s.r.o.;Trenčianske Jastrabie;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
SALUS-BG;Bošany;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
Lekaren Sv.Katariny s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;540,00;;;;;
APODEMA s.r.o.;Veľké Uherce;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň na sídlisku v Prievidzi, s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Ecology Optimal;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Statudent;Stará Turá;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Tescó Trenčín;Trenčín;Okres Trenčín;Trenčiansky kraj;575,00;;;;;
Vivax Healthcare, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;235 555,76;0,00;46 580,00;;5 269,50;702,85
Lekáreň Delta;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Pharmawell SK, s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Co-Labs, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
PHARMAQUA s.r.o.;Dubnica nad Váhom;Okres Ilava;Trenčiansky kraj;;;;;;
LEKÁREŇ U POŠTÁRKY;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;;;;;;
AQUAPHARMA s.r.o.;Nová Dubnica;Okres Ilava;Trenčiansky kraj;;;;;;
LyMaPHarm, s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
LAUGARICIO PHARMACY, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;1 740,00;;;;;
BIOMIN,a.s;Cífer;Okres Trnava;Trnavský kraj;1 656,35;;;;;
Lekáreň Aurea;Rohovce;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Tesco Trnava;Trnava;Okres Trnava;Trnavský kraj;575,00;;;;;
MFC s.r.o.;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Lekáreň Aida spo.s r.o.;Mostová;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
G.V.Pharma, a.s.;Hlohovec;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
Mgr. Anna Špániková - Lekáreň Arnika;Senica;Okres Senica;Trnavský kraj;239,04;;;;;
Mgr.Oľga Hertlová,lekáreň Kráľovská;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Lekáreň Herba MV;Pata;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
VZP PAYBO;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Lekáreň Dolná Krupá;Dolná Krupá;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň Zavar Mgr. Ižová Irena;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň Kamilka, EBO;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Mgr. Alica Belovičová;Sládkovičovo;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Mgr.Eva Sidóová-Lekáreň Amaryllis;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Flóra;Horný Bar;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Chvojnická;Radošovce;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Lekáren na potočnej;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
FLOS TILIA, s.r.o.;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
PAYBO spoločnosť s ručením obmedzeným;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;200,00;;
veropharm;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Lekáreň Zdravie;Brodské;Okres Skalica;Trnavský kraj;187,68;0,00;;267,36;;0,00
Akustik plus, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;;;13 490,61;15 423,16;;
Lekáreň Veronika Gbely;Gbely;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
R.G.MONT s.r.o;Veľký Meder;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
EURO MEDIUS;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
MEDIJUR,s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
MESTSKÁ LEKÁREŇ SEREĎ spol. s r.o.;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Lekáreň Melissa, s.r.o.;Senica;Okres Senica;Trnavský kraj;0,00;0,00;;;;
JULIANUS, s.r.o.;Kyselica;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Arteon sro;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
"Lekáreň ""U raka"" s.r.o. 92542 Trstice 1057";Trstice;Okres Galanta;Trnavský kraj;;;;;;
Lekáreň Andromeda s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň Jesenius Šamorín,sro;Šamorín;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Dilek s.r.o;Dechtice;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Apotpharm s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
SOPHIA-RF s.r.o.;Cerová;Okres Senica;Trnavský kraj;0,00;0,00;;;;
Medalex s.r.o.;Gabčíkovo;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Salibská;Horné Saliby;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Lekáreň GALA-Andrea Szabóová;Holice;Okres Dunajská Streda;Trnavský kraj;;;;;;
lekaren Botanicus;Dolné Saliby;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Pharmacy 4U;Báč;Okres Dunajská Streda;Trnavský kraj;1 300,00;;;;;
Verbascum,s.r.o.;Moravský Svätý Ján;Okres Senica;Trnavský kraj;0,00;0,00;;;;
Betulae, s.r.o.;Michal na Ostrove;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Harmóniapharm s.r.o.;Baloň;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Strong life s.r.o.;Senica;Okres Senica;Trnavský kraj;;;;;41,20;
CANDE s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;71 964,00;0,00;62 439,00;9 525,00;;
VIM-LEKs.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Na prednádraží, a.s.;Vrbové;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
lekaren pri vahu;Piešťany;Okres Piešťany;Trnavský kraj;;;;;;
TvMedica s.r.o.;Trnava;Okres Trnava;Trnavský kraj;11 000,00;0,00;;;;
ALTHAEA s.r.o.;Hlohovec;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
Lekáreň Tesco Dunajská Streda;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;575,00;;;;;
EVERASK s.r.o.;Kľúčovec;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
PharmNova s.r.o;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
MEDICOM PLUS s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Medicamenta, s r.o.;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Tesco Piešťany;Piešťany;Okres Piešťany;Trnavský kraj;575,00;;;;;
Jankových a syn, s.r.o;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
TH partners, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;20,00;0,00;;;;
LEGIBA s.r.o.;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Lekáreň Pharmica s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň Tesco Trnava, k.s.;Trnava;Okres Trnava;Trnavský kraj;545,00;;;;;
PJ Trade;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Medelis s.r.o.;Vydrany;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Empower Pharma s.r.o.,;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Walmark a.s.,  Česká republika;Zahraničie;Zahraničie;Zahraničie;1 283 489,00;28 667,00;1 717,59;;;
Pfizer Ireland Pharmaceutical Ireland;Zahraničie;Zahraničie;Zahraničie;;;;;;
Biomedica, spol. s r.o.;Zahraničie;Zahraničie;Zahraničie;1 314,00;0,00;;1 314,00;;0,00
GlaxoSmithKline Pharmaceuticals SA, Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
ÚJV Řež;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Dr. Max Pharma s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
CHEPLAPHARM Arzneimittel GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Takeda Pharma A/S, Dánske kráľovstvo;Zahraničie;Zahraničie;Zahraničie;;;;;;
Pharmathen S.A., Grécko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Omrix Biopharmaceuticals N.V., Belgicko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Basilea Medical Ltd. United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;;;;
Dr. Friedrich Eberth Arzneimittel GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Mylan Healthcare GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;2 085,00;;;;
"Merz Pharmaceuticals GmbH, Eckenheimer Landstrasse 100, 60318 Frankfurt/Germany; Business ID HRB 53808";Zahraničie;Zahraničie;Zahraničie;;484,65;;;484,65;
Bayer Aktiengesellschaft;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;125 314,17;36 614,25;;
LABORATOIRES THÉA, Francúzsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Medana Pharma S.A, Poľsko;Zahraničie;Zahraničie;Zahraničie;9 000,00;;;;;
Adamed Czech Republic s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
HOSPIRA UK LIMITED United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;;;;
Vertex Pharmaceuticals Incorporated, USA;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Santé s.a.s, Francúzsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Aristo Pharma GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
VUAB Pharma a.s., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;12 180,48;;;;
MEDA AB;Zahraničie;Zahraničie;Zahraničie;;;;;;
Recordati Industria Chimica e Farmaceutica S.p.A, Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
ViiV Healthcare UK Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pears Health Cyber, s.r.o., Česká Republika;Zahraničie;Zahraničie;Zahraničie;11 854,00;;11 354,00;500,00;;
Tillotts Pharma Czech s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
GlaxoSmithKline Trading Services Limited, Írsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
GSK Vaccines GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Laboratoire HRA - PHARMA;Zahraničie;Zahraničie;Zahraničie;0,00;6 997,86;;;;
GlaxoSmithKline Vaccines S.r.l., Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Dr.Max Pharma Ltd.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Trommsdorff GmbH and Co. KG;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pierre Fabre Medicament s.r.o., Česká Republika;Zahraničie;Zahraničie;Zahraničie;32 935,00;39 798,00;61 038,00;1 700,00;;
Astellas Pharma Europe B.V., Holandsko   ;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;13 840,00;0,00;72 872,95;3 258,70
Astellas Pharma s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;53 011,41;21 080,70;900,00;800,00;46 347,00;0,00
Cyathus Exquirere;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Teofarma S.r.l., Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Idelyn s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
INN-FARM d.o.o., Slovinsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
AstraZeneca AB , Švédske kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Bioproject Europe Ltd., Írsko;Zahraničie;Zahraničie;Zahraničie;0,00;960,00;;;;
esparma GmbH, SRN;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Nicobrand Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Zakłady Farmaceutyczne Polpharma S.A.;Zahraničie;Zahraničie;Zahraničie;24 750,00;;;;;
AXONIA, a.s., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
GlaxoSmithKline Biologicals SA, Belgicko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
"Tarchomińskie Zaklady Farmaceutyczne ""Polfa"" Spólka Akcyjna, Poľsko ";Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pfizer Corporation Austria, Gesellschaft m.b.H. Austria;Zahraničie;Zahraničie;Zahraničie;;;;;;
Otsuka Pharmaceutical Europe Ltd., United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;;;2,53;
INCYTE BIOSCIENCES UK LTD, Leatherhead, Spojené Kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
PFIZER EUROPE MA EEIG United Kindom;Zahraničie;Zahraničie;Zahraničie;;;;;;
BGP Products B.V.;Zahraničie;Zahraničie;Zahraničie;26 071,65;1 892,00;;;;
Takeda GmbH, Nemecká spolková republika;Zahraničie;Zahraničie;Zahraničie;;;;;;
Indivior UK Limited;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
URSAPHARM Arzneimittel GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Generics (U.K.) Limited, UK;Zahraničie;Zahraničie;Zahraničie;;;;;;
BRISTOL-MYERS SQUIBB/PFIZER EEIG United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;;;;
Béres Pharmaceuticals Ltd.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Almirall S.A, Spain;Zahraničie;Zahraničie;Zahraničie;;;;17 400,40;;
DH-norm s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
McNeil AB, Švédsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Novartis s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;;;;;335,56;
Adamed Sp. z o.o., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pabianickie Zakłady Farmaceutyczne Polfa S.A., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
MEDA  Pharma GmbH;Zahraničie;Zahraničie;Zahraničie;;;;;;
McNeil Products Limited, Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Glaxo Group Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Gedeon Richter Plc.;Zahraničie;Zahraničie;Zahraničie;;;;;;
PHARMAGEN CZ s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
BIOCODEX, Francúzsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Amdipharm Limited, Írsko ;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Innotech International;Zahraničie;Zahraničie;Zahraničie;;1 347,59;;;;
Ipsen Pharma;Zahraničie;Zahraničie;Zahraničie;0,00;154 259,88;;;;
Lipomed GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Glenmark Pharmaceuticals s.r.o., Hvězdova 1716/2b, Praha, Česká Republika;Zahraničie;Zahraničie;Zahraničie;;4 963,96;;;;
Mylan Medical SAS, Francúzsko;Zahraničie;Zahraničie;Zahraničie;11 988,38;4 470,00;;;;
Merck Serono Europe Ltd., Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
BioMarin Europe Ltd., Ireland;Zahraničie;Zahraničie;Zahraničie;3 500,00;;;;5 520,00;
WZF Polfa S.A.;Zahraničie;Zahraničie;Zahraničie;11 250,00;;;;;
 Mylan S.A.S., FR;Zahraničie;Zahraničie;Zahraničie;;;;;;
Almirall Hermal GmbH;Zahraničie;Zahraničie;Zahraničie;2 200,00;14 000,00;;;;
Herbacos Recordati s.r.o., Česká Republika;Zahraničie;Zahraničie;Zahraničie;179 388,68;38 194,34;;;;
Merck KGaA, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;41 309,80;10 230,00;6 592,50;
Intercept Pharma Ltd, One, Glass Wharf, Bristol, BS2 0ZX, Spojené Kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pfizer Limited United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;16 981,59;;16 462,99;903,17
PFIZER EUROPE MA EEIGPFIZER EU PFE MA EEIG United Kingdom;Zahraničie;Zahraničie;Zahraničie;;;;;;
Profarma-Produkt, s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pronova BioPharma Norge AS, Nórsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
NORDIC Pharma, s.r.o. Czech Republic;Zahraničie;Zahraničie;Zahraničie;722,00;3 700,00;;;;
Proenzi s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Madaus GmbH ;Zahraničie;Zahraničie;Zahraničie;;;;;;
Glim Care s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;1 150,00;;;;
Warren Generics  s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Mylan Products Limited;Zahraničie;Zahraničie;Zahraničie;5 000,00;0,00;;;;
Medreg s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Bayer Oy;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
URSAPHARM spol. s r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Engelhard Arzneimittel Gmbh & Co.KG;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Zakład Farmaceutyczny Adamed Pharma S.A., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
AstraZeneca UK Limited;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;4 047,36;
Takeda France SAS, Francúzska republika;Zahraničie;Zahraničie;Zahraničie;;;;;;
ImunomedicA, a.s., Česká republika, 400 02 Ústí nad Labem, Chuderov 118;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;4 345,00;;
MUCOS Pharma GmbH Co. KG, Nemecko;Zahraničie;Zahraničie;Zahraničie;387 777,10;28 084,78;;;;
CSL Behring GmbH;Zahraničie;Zahraničie;Zahraničie;35 697,00;;9 300,00;;;
Indivior Česko s.r.o;Zahraničie;Zahraničie;Zahraničie;3 400,00;;;1 010,00;;
EVER Valinject GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Medindex spol.s r.o.;Zahraničie;Zahraničie;Zahraničie;2 120,00;0,00;;;;
Casen Recordati S.L, Španielsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Recordati Ireland Limited, Írsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pierre Fabre Dermo-Cosmetique Tchequie, s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;3 175,71;;;;
Gilead Sciences International Ltd., Cambridge, CB21 6GT, Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Selbstmedikation GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Janssen-Cilag International NV Belgicko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;169 136,16;37 330,38;;
Merck Serono S.p.A, Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Takeda Austria GmbH, Rakúska republika;Zahraničie;Zahraničie;Zahraničie;;;;;;
VAZECKA LEKAREN;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
PharmDr. Daniela Poláčková;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Oravská poliklinika Námestovo;Námestovo;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Liptovská nemocnica s poliklinikou MUDr. Ivana Stodolu Liptovský Mikuláš;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;1 640,00;0,00;;;;
HBM Pharma s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Walmark,s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;1 000,00;;;
BB Pharma s.r.o.;Martin;Okres Martin;Žilinský kraj;2 878,25;450,00;;;;
Vitalis, s.r.o.;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;;;;8 844,00;;
PARACELSUS, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
FARMACIA, spol. s r.o.;Námestovo;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Ľudmila Časnochová;Skalité;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
"PharmDr. Božena Novocká - Lekáreň ""POD KALVÁRIOU""";Zákamenné;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Lekáreň Salamandra;Liptovské Sliače;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Lekáreň Samaritán, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Hu-Fa Dental, s.r.o.;Čadca;Okres Čadca;Žilinský kraj;280,00;;;;;
DVZ, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Adela s.r.o.;Raková;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
FARMACIA PLUS, spol. s  r.o.;Námestovo;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Lekáreň Salve , s r. o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Lietavská Lúčka, s.r.o.;Lietavská Lúčka;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
JUKA s.r.o.;Raková;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
ORTOSPINE,s.r.o.;Ružomberok;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Lekáreň sv.Michala s.r.o.;Rajec;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
ANA,s.r.o.;Zubrohlava;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Lekáreň u Rafaela;Liptovská Osada;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
LEKÁREŇ POD RAČOU, spo. s r. o.;Oščadnica;Okres Čadca;Žilinský kraj;500,00;;;;;
Lekáreň Svrčinovec s.r.o.;Svrčinovec;Okres Čadca;Žilinský kraj;;;;;;
Lekaren Kamilka Cadca s.r.o;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Lekáreň pri mlyne, s.r.o.;Nová Bystrica;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Castanea,s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Turčianska lekáreň;Turčianske Teplice;Okres Turčianske Teplice;Žilinský kraj;0,00;0,00;;;;
Pharmcentrum, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Senium Medica;Martin;Okres Martin;Žilinský kraj;22 867,00;;;;;
Igor Minarovič;Čadca;Okres Čadca;Žilinský kraj;;;;;;
Mgr.Jiřina Medvecká;Zázrivá;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
Lekáreň IDA,PharmDr Ida Krupinská;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
PharmDr. Eva Roziaková Lekáreň Eva;Sučany;Okres Martin;Žilinský kraj;30,00;30,00;;;;
Profipharma s.r.o;Rudina;Okres Kysucké Nové Mesto;Žilinský kraj;6 374,00;1 867,00;;;;
PHAREX, s.r.o.;Martin;Okres Martin;Žilinský kraj;12 983,00;0,00;;;;
Avicena-LM;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;0,00;0,00;;;;
LEKAREN ASTER,s.r.o;Lokca;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Farmacia Martin a.s.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
UVEA MEDIKLINIK, s.r.o.;Martin;Okres Martin;Žilinský kraj;2 785,90;;;;;
Zdravé stránky s r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Teplická lekáreň;Turčianske Teplice;Okres Turčianske Teplice;Žilinský kraj;0,00;0,00;;;;
